gml:id,gml:metaDataProperty,gml:description,gml:name,gml:boundedBy,gml:location,erl:identifier,erl:name,erl:status,erl:owner,erl:startDate,erl:endDate,erl:observationMethod,erl:positionalAccuracy,erl:source,erl:status_uri,erl:specification_uri,erl:shape
ga.erl.mineview.335103,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335103,New Bendigo,historic mine,,,,method unknown,200 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335103,POINT (143.21227999999996 -36.59285003578126)
ga.erl.mineview.335104,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335104,Invincible,care and maintenance,Coalpac Pty Ltd,,,method unknown,500 metres,http://cetresources.com//,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335104,POINT (150.0300032014 -33.326854191985646)
ga.erl.mineview.335105,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335105,Perseverance,closed,New Gold Incorporated,,,"company supplied location, method unknown",500 metres,http://www.newgold.com/,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335105,POINT (145.8824 -31.571500028832105)
ga.erl.mineview.335106,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335106,Nyngan Ni Co,mineral deposit,,,,"State or NT agency supplied location, method unknown",50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335106,POINT (147.039105 -31.498191028717393)
ga.erl.mineview.335107,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335107,Dugite,mineral deposit,Black Oak Minerals Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://wwwb.blackoakminerals.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335107,POINT (119.26559999999999 -30.18980002662903)
ga.erl.mineview.335108,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335108,Federal City,historic mine,Monument Mining Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.monumentmining.com/s/home.asp,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335108,POINT (118.45100000000001 -27.06520002145971)
ga.erl.mineview.335109,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335109,Treeton,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335109,POINT (115.21259999999998 -33.88918003229149)
ga.erl.mineview.335110,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335110,Bingara,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335110,POINT (150.5669911435 -29.863839191998625)
ga.erl.mineview.335111,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335111,Boddington,operating mine,Newmont Mining Corporation,,,"State or NT agency supplied location, method unknown",500 metres,http://www.newmont.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335111,POINT (116.3581 -32.75090003063648)
ga.erl.mineview.335112,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335112,Galwadgere,mineral deposit,Alkane Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.alkane.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335112,POINT (149.0511 -32.66510003050806)
ga.erl.mineview.335113,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335113,Gympie,historic mine,,,,"State or NT agency supplied location, method unknown",200 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335113,POINT (152.688585409 -26.21390097634414)
ga.erl.mineview.335114,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335114,Hill 50,mineral deposit,Ramelius Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.rameliusresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335114,POINT (117.79720000000002 -28.033600023074094)
ga.erl.mineview.335115,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335115,Hill End,mineral deposit,Hill End Gold Limited,,,method unknown,50 metres,http://www.hillendgold.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335115,POINT (149.4650307429 -32.86783502761072)
ga.erl.mineview.335116,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335116,Horn Island,historic mine,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335116,POINT (142.3176560876 -10.605624596033142)
ga.erl.mineview.335117,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335117,Mount Bundey,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335117,POINT (131.5930238647 -12.846168074588794)
ga.erl.mineview.335118,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335118,Mount Coolon,historic mine,,,,satellite image,500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335118,POINT (147.35269999999997 -21.40270001245335)
ga.erl.mineview.335119,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335119,Rodds Peninsula (IA),mineral deposit,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335119,POINT (151.6999812589 -24.026839744275517)
ga.erl.mineview.335120,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335120,Sorby Hills,mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335120,POINT (128.9826626797 -15.449391478163653)
ga.erl.mineview.335121,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335121,Williamstown,operating mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335121,POINT (138.9300023247 -34.67707937257801)
ga.erl.mineview.335122,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335122,Burtville,historic mine,Focus Minerals Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.focusminerals.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335122,POINT (122.6402 -28.764900024289613)
ga.erl.mineview.335123,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335123,Mount Jackson,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335123,POINT (119.0499953297 -30.187452765725226)
ga.erl.mineview.335124,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335124,Minnamoolka,mineral deposit,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335124,POINT (145.1166911429 -18.18026926153448)
ga.erl.mineview.335125,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335125,Quigleys,mineral deposit,,,,"company supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335125,POINT (132.1249 -14.111900003964687)
ga.erl.mineview.335126,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335126,Zapopan,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335126,POINT (131.4376192649 -13.475565069754795)
ga.erl.mineview.335127,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335127,Highway,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335127,POINT (146.2015396863 -20.36327476567458)
ga.erl.mineview.335128,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335128,Normanby,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335128,POINT (148.1899799523 -20.476928961532572)
ga.erl.mineview.335129,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335129,Kitticoola,historic mine,,,,method unknown,50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335129,POINT (139.1522326013 -34.87372680434087)
ga.erl.mineview.335131,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335131,Vulcan,historic mine,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335131,POINT (145.1961844868 -17.423782702843432)
ga.erl.mineview.335132,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335132,Thomson River,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335132,POINT (146.4262064109 -37.9811356560793)
ga.erl.mineview.335133,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335133,Conrad,historic mine,Silver Mines Limited,,,satellite image,30 metres,https://www.silvermines.com.au/projects/other-projects/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335133,POINT (151.02443099999996 -29.95492402624718)
ga.erl.mineview.335134,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335134,Peelwood Project,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335134,POINT (149.4215902673 -34.11347393880604)
ga.erl.mineview.335136,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335136,Lancefield Project,historic mine,Focus Minerals Limited,,,satellite image,999 metres,http://www.focusminerals.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335136,POINT (122.3845 -28.554500023940562)
ga.erl.mineview.335138,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335138,Liddell,operating mine,Glencore Plc,,,method unknown,2000 metres,http://www.glencore.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335138,POINT (150.99988251080003 -32.391600718795544)
ga.erl.mineview.335139,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335139,Sherrin Creek,mineral deposit,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335139,POINT (138.950015332 -20.367054043579806)
ga.erl.mineview.335140,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335140,Yellow Aster,historic mine,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335140,POINT (120.57030000000003 -27.510600022202297)
ga.erl.mineview.335141,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335141,Peak Hill (Mn),mineral deposit,,,,"company supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335141,POINT (118.6050225141 -25.457200042194987)
ga.erl.mineview.335142,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335142,Weebo Bore,mineral deposit,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335142,POINT (120.82100488540003 -28.050389724502068)
ga.erl.mineview.335143,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335143,Fairfield,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335143,POINT (140.3641848393 -20.647555851871534)
ga.erl.mineview.335144,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335144,Mount Debbie,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335144,POINT (139.9831927142 -20.558561635446633)
ga.erl.mineview.335145,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335145,Mount Remarkable,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335145,POINT (139.8934904693 -20.253463943822805)
ga.erl.mineview.335146,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335146,Native Companion,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335146,POINT (140.1711864951 -20.429559666366607)
ga.erl.mineview.335147,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335147,Pindora 1,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335147,POINT (139.9961914324 -21.058557475755528)
ga.erl.mineview.335148,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335148,Southern Cross,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335148,POINT (140.40518117259998 -21.013552746691015)
ga.erl.mineview.335149,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335149,Una,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335149,POINT (140.1651849409 -20.34655990515141)
ga.erl.mineview.335153,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335153,Golden Gate,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335153,POINT (142.2006298268 -18.154529219003344)
ga.erl.mineview.335154,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335154,Mount Dimer Project,historic mine,,,,satellite image,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335154,POINT (119.82809999999999 -30.39340002695854)
ga.erl.mineview.335155,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335155,Mount Hutton,mineral deposit,Archer Exlporation Limited,,,method unknown,1000 metres,http://www.archerexploration.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335155,POINT (138.3019787991 -30.488967582712686)
ga.erl.mineview.335156,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335156,Tritton,operating mine,Aeris Resources Limited,,,satellite image,1000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335156,POINT (146.7216 -31.39560002855641)
ga.erl.mineview.335157,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335157,Golden Grove,operating mine,Minerals and Metals Group (MMG),,,satellite image,999 metres,http://www.mmg.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335157,POINT (116.98479999999999 -28.762900024286306)
ga.erl.mineview.335158,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335158,Kingston,mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335158,POINT (143.93202310079997 -37.37351471775088)
ga.erl.mineview.335159,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335159,Barraba,historic mine,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335159,POINT (150.6016433371 -30.29083258059272)
ga.erl.mineview.335160,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335160,King Of Creation,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335160,POINT (122.395 -28.154200023274942)
ga.erl.mineview.335161,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335161,Black Ridge,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335161,POINT (147.5863537065 -22.632330898592382)
ga.erl.mineview.335162,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335162,Yellow Mountain,mineral deposit,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335162,POINT (146.82238743039997 -32.45807546819624)
ga.erl.mineview.335163,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335163,Twin Hills - Melita,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335163,POINT (121.12198530190001 -29.445843075913878)
ga.erl.mineview.335164,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335164,Rywung,mineral deposit,"Chandail Pty Ltd, Ecarlate Pty Ltd",,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335164,POINT (150.4676632328 -26.67858512431593)
ga.erl.mineview.335165,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335165,Weld Range (Sinosteel Midwest Corp),mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335165,POINT (117.70144809920001 -26.82946403846703)
ga.erl.mineview.335166,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335166,Ruth Well,mineral deposit,,,,"State or NT agency supplied location, method unknown",0 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335166,POINT (116.86550100000001 -20.868380011683847)
ga.erl.mineview.335167,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335167,Yambulla,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335167,POINT (149.5845358516 -37.14533805890377)
ga.erl.mineview.335168,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335168,Rat Bat,mineral deposit,,,,"State or NT agency supplied location, method unknown",0 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335168,POINT (119.73790000000002 -32.548458030332704)
ga.erl.mineview.335169,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335169,South Slopeaway,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335169,POINT (149.8343681228 -22.928669671748427)
ga.erl.mineview.335170,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335170,Mount Edwards 26N,mineral deposit,,,,"State or NT agency supplied location, method unknown",0 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335170,POINT (121.53929900000003 -31.48288002869339)
ga.erl.mineview.335172,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335172,Mount Freda,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335172,POINT (140.7379 -20.978600011841)
ga.erl.mineview.335173,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335173,Gunnedah,closed,Whitehaven Coal Limited,,,method unknown,500 metres,http://www.whitehavennews.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335173,POINT (150.1799917724 -31.016844915857643)
ga.erl.mineview.335174,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335174,Dial Range,mineral deposit,,,,"State or NT agency supplied location, method unknown",1000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335174,POINT (146.055262 -41.181600039814015)
ga.erl.mineview.335175,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335175,Crossroads (Kanowna North West),mineral deposit,"Jackson Minerals Limited, Northern Star Resources Limited",,,"State or NT agency supplied location, method unknown",500 metres,http://www.nsrltd.com/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335175,POINT (121.46660000000001 -30.5703000272436)
ga.erl.mineview.335176,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335176,Lake Elphinstone,mineral deposit,"Glencore Plc, Rio Tinto Limited",,,method unknown,999 metres,"http://www.glencore.com/, http://www.riotinto.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335176,POINT (148.2607700835 -21.48816794287819)
ga.erl.mineview.335177,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335177,Happy Jack - Coolgardie,mineral deposit,Focus Minerals Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.focusminerals.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335177,POINT (121.17460000000001 -30.971200027885036)
ga.erl.mineview.335178,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335178,Mount Chester,mineral deposit,,,,"State or NT agency supplied location, method unknown",10 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335178,POINT (120.14477300000001 -33.605379031887786)
ga.erl.mineview.335179,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335179,Italia-Argonaut,mineral deposit,Silver Lake Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.silverlakeresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335179,POINT (122.58020000000003 -31.21700002827489)
ga.erl.mineview.335180,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335180,Boyup Basin,mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335180,POINT (116.25122187940002 -33.76883682942105)
ga.erl.mineview.335182,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335182,Willung,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335182,POINT (146.7599966509 -38.256960120749966)
ga.erl.mineview.335184,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335184,Mount Marion,operating mine,"Jiangxi Ganfeng Lithium Co. Ltd, Mineral Resources, Neometals Limited",,,satellite image,999 metres,"http://www.ganfenglithium.com/about_en.html, http://www.mineralresources.com.au/mrl-mining/lithium.html, http://www.neometals.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335184,POINT (121.46109999999999 -31.073800028048097)
ga.erl.mineview.335185,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335185,Mud Creek,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335185,POINT (149.81096987 -26.04786162156911)
ga.erl.mineview.335186,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335186,Dalgaranga,mineral deposit,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335186,POINT (117.21842184569998 -27.70973708193434)
ga.erl.mineview.335188,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335188,"Monarch, Shallamar",historic mine,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335188,POINT (147.9146292576 -40.95871967418247)
ga.erl.mineview.335189,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335189,Jubilee - Granny Smith,historic mine,Gold Fields Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.goldfields.co.za/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335189,POINT (122.4836 -29.04200002474824)
ga.erl.mineview.335191,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335191,Larkin Find,mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335191,POINT (122.2576746584 -29.466346062147576)
ga.erl.mineview.335193,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335193,Cobia,historic mine,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335193,POINT (119.38250000000002 -27.018700021382212)
ga.erl.mineview.335194,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335194,Jubuk,mineral deposit,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335194,POINT (117.69314600000003 -32.41540503013164)
ga.erl.mineview.335196,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/335196,Ambergate,mineral deposit,Balde Exploration Consultants Pty ltd,,,"State or NT agency supplied location, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335196,POINT (115.34010300000003 -33.70155003202528)
